16月6日晴,作曲,陈羽恒
床头床尾,歌手,陈奕迅
床头床尾,作曲,陈奕迅
床头灯,作曲,李雨寰
床头灯,所属专辑,上五楼的快活
床头灯,作词,葛大为
床头灯,歌手,陈奕迅
开不了心,作曲,伍卓贤
开不了心,作词,林夕
开不了心,歌手,陈奕迅
张氏情歌,作曲,周国贤
张氏情歌,作词,小克
张氏情歌,所属专辑,?
张氏情歌,歌手,陈奕迅
当心中有恋爱感觉,作词,张美贤
当心中有恋爱感觉,歌手,陈奕迅
当心中有恋爱感觉,所属专辑,陈奕迅
当心中有恋爱感觉,作曲,松本俊明
当这地球没有花,歌手,陈奕迅
当这地球没有花,作词,林夕
当这地球没有花,作曲,郭伟亮
心深伤透,作曲,Davy Chan
心深伤透,作词,陈奕迅
心深伤透,歌手,陈奕迅
心的距离,歌手,陈奕迅
心的距离,所属专辑,上五楼的快活
心的距离,作词,小安
心的距离,作曲,小安
心腹,作曲,Eric Kwok
心腹,歌手,陈奕迅
心腹,作词,黄伟文
心腹,所属专辑,Time Flies
忘记歌词,歌手,陈奕迅
忘记歌词,作词,黄伟文
忘记歌词,作曲,陈浩然
快乐男生,作词,易家扬
快乐男生,作曲,C.Y.Kong
快乐男生,所属专辑,认了吧
快乐男生,歌手,陈奕迅
快高长大,作曲,蔡一智
快高长大,歌手,陈奕迅
快高长大,所属专辑,天佑爱人
快高长大,作词,林夕
忽然难过,作词,刘卓辉
忽然难过,作曲,胡波
忽然难过,所属专辑,幸福
忽然难过,歌手,陈奕迅
怕死,作曲,雷颂德
怕死,作词,黄伟文
怕死,所属专辑,U87
怕死,歌手,陈奕迅
怪物,歌手,陈奕迅
怪物,作曲,陈奕迅
怪物,作词,林夕
怪物,所属专辑,Shall We Dance? Shall We Talk!
情深怎么办,作曲,陈美威
情深怎么办,作词,邬裕康
情深怎么办,歌手,陈奕迅
情深怎么办,所属专辑,一滴眼泪
想哭,作词,林夕
想哭,所属专辑,Special Thanks To…
想哭,作曲,徐伟贤
想哭,歌手,陈奕迅
愈想愈无谓,作曲,玉置浩二
愈想愈无谓,作词,潘源良
愈想愈无谓,所属专辑,我的快乐时代
愈想愈无谓,歌手,陈奕迅
愚人快乐,所属专辑,米·闪
愚人快乐,歌手,陈奕迅
愚人快乐,作曲,火星电台
愚人快乐,作词,火星电台
感动,所属专辑,酝酿
感动,歌手,陈奕迅
感情约,所属专辑,一滴眼泪
感情约,歌手,陈奕迅
感情约,作曲,陈美威
感情约,作词,姚若龙
愿,所属专辑,五星级的家
愿,歌手,陈奕迅
戏迷情人,歌手,陈奕迅
戏迷情人,作词,何秀萍
戏迷情人,作曲,卢巧音
我不好爱,歌手,陈奕迅
我不好爱,所属专辑,The Easy Ride
我不好爱,作词,黄伟文
我不好爱,作曲,Eric Kwok
我也不会那么做,歌手,陈奕迅
我也不会那么做,所属专辑,反正是我
我也不会那么做,作词,陈奂仁
我也不会那么做,作曲,陈奕迅
我也不会那样做,作曲,陈奂仁
我也不会那样做,作词,陈奂仁
我也不会那样做,所属专辑,反正是我
我也不会那样做,歌手,陈奕迅
我们万岁,作词,陈咏谦
我们万岁,所属专辑,L.O.V.E.
我们万岁,作曲,翁玮盈
我们万岁,歌手,陈奕迅
我们不哭了,歌手,陈奕迅
我们不哭了,歌手,何超仪
我们不哭了,歌手,杨千嬅
我们不哭了,所属专辑,68分29秒
我们不哭了,作词,郭启华
我们不哭了,作曲,蔡德才
我们不哭了,歌手,海俊杰
我们都寂寞,歌手,陈奕迅
我们都寂寞,所属专辑,黑·白·灰
我们都寂寞,作词,林夕
我们都寂寞,作曲,符致逸
我怎么可以哭,作词,谢明训
我怎么可以哭,作曲,林明阳
我怎么可以哭,歌手,陈奕迅
我怎么可以哭,所属专辑,一滴眼泪
我怕你不肯,歌手,陈奕迅
我怕你不肯,所属专辑,陈奕迅
我怕你不肯,作曲,黄尚伟
我怕你不肯,作词,李敏
我感激,所属专辑,Nothing Really Matters
我感激,作曲,Jorge Sabogal
我感激,作曲,Gonzalo Polar
我感激,作词,林振强
我感激,歌手,陈奕迅
我甲你,作曲,乱弹阿翔
我甲你,所属专辑,上五楼的快活
我甲你,作词,乱弹阿翔
我甲你,歌手,陈奕迅
我的世界末日,作曲,王双骏
我的世界末日,歌手,陈奕迅
我的世界末日,所属专辑,天佑爱人
我的世界末日,作词,周耀辉
我的快乐时代,作词,林夕
我的快乐时代,作曲,林健华
我的快乐时代,歌手,陈奕迅
我终于放开了她,所属专辑,酝酿
我终于放开了她,歌手,陈奕迅
我终于放开了她,作词,吴旭文
我终于放开了她,作曲,黄中原
打回原形,作词,黄伟文
打回原形,作曲,阿飞
打回原形,歌手,陈奕迅
打得火热,作曲,陈辉阳
打得火热,歌手,陈奕迅
打得火热,作词,黄伟文
披风,作曲,Jerald
披风,作曲,MJ
披风,作词,易家扬
披风,所属专辑,放&披风
披风,歌手,陈奕迅
抱拥这分钟,作词,潘源良
抱拥这分钟,所属专辑,与我常在
抱拥这分钟,歌手,陈奕迅
抱拥这分钟,作曲,Jim Lee
拔河,作曲,林东松
拔河,所属专辑,婚礼的祝福
拔河,歌手,梁汉文
拔河,作词,陈静楠
拔河,歌手,陈奕迅
拜访,所属专辑,一滴眼泪
拜访,作曲,吴旭文
拜访,歌手,陈奕迅
拜访,作词,谢明讯
掏空,歌手,陈奕迅
掏空,作曲,潘协庆
掏空,作词,潘协庆
掏空,所属专辑,婚礼的祝福
摊开双手,所属专辑,酝酿
摊开双手,歌手,陈奕迅
收心操,歌手,陈奕迅
收心操,作词,葛大为
收心操,所属专辑,C'mon in~
收心操,作曲,Jerald Chan
改造人,歌手,陈奕迅
改造人,作曲,陈奕迅
改造人,作词,因葵
改造人,所属专辑,幸福
放,作曲,Jerald
放,作词,葛大为
放,歌手,陈奕迅
放下来,作曲,马念先
放下来,作词,林夕
放下来,歌手,陈奕迅
放弃治疗,作词,吴青峰
放弃治疗,歌手,陈奕迅
放弃治疗,作曲,林俊杰
放弃治疗,所属专辑,米·闪
故事,歌手,陈奕迅
故事,所属专辑,Special Thanks To…
故事,作词,林夕
故事,作曲,Adrian Fu
敌人,歌手,陈奕迅
敌人,所属专辑,与我常在
敌人,作词,罗颂怡
敌人,作曲,刘祖德
敬烟,作词,陈咏谦
敬烟,作曲,苏德华
敬烟,所属专辑,L.O.V.E.
敬烟,歌手,陈奕迅
斯德哥尔摩情人,歌手,陈奕迅
斯德哥尔摩情人,所属专辑,The Key
斯德哥尔摩情人,作词,林夕
斯德哥尔摩情人,作曲,C.Y.Kong
新广告歌,所属专辑,打得火热
新广告歌,作曲,YOO SEUNG BEOM
新广告歌,歌手,陈奕迅
新广告歌,作词,周耀辉
新生活,作曲,陈奕迅
新生活,作词,黄伟文
新生活,歌手,陈奕迅
新的世界,作曲,ALAN MENKEN
新的世界,作词,虑淑仪
新的世界,所属专辑,香港迪士尼乐园之奇妙音乐旅程
新的世界,歌手,陈奕迅
新美人主义,作曲,Eric Kwok
新美人主义,作词,黄伟文
新美人主义,所属专辑,U87
新美人主义,歌手,陈奕迅
无人之境,作词,黄伟文
无人之境,所属专辑,Time Flies
无人之境,歌手,陈奕迅
无人之境,作曲,Eric Kwok
无条件,作曲,Eric Kwok
无条件,作词,潘源良
无条件,所属专辑,准备中
无条件,歌手,陈奕迅
无限之城,歌手,陈奕迅
早开的长途班,所属专辑,怎么样
早开的长途班,歌手,陈奕迅
早开的长途班,作曲,梁翘柏
早开的长途班,作词,乔靖夫
时代巨轮,歌手,陈奕迅
时代巨轮,所属专辑,Listen To Eason Chan
时代巨轮,作词,林若宁
时代巨轮,作曲,孙伟明
时代巨轮,作曲,郭伟亮
时代曲,歌手,陈奕迅
时代曲,作曲,陈奕迅
时代曲,作词,黄伟文
时代曲,所属专辑,陈奕迅
时代曲,作曲,江港生
时光倒流二十年,歌手,陈奕迅
时光倒流二十年,作词,林夕
时光倒流二十年,作曲,伍乐城
时光倒流二十年,所属专辑,幸福
时光隧道,作曲,林俊杰
时光隧道,作词,姚若龙
时光隧道,歌手,陈奕迅
时光隧道,所属专辑,米·闪
明年今日,作词,林夕
明年今日,所属专辑,The Line-Up
明年今日,歌手,陈奕迅
明年今日,作曲,陈小霞
春光乍泄,作曲,黄耀明
春光乍泄,作曲,蔡德才
春光乍泄,作词,林夕
春光乍泄,所属专辑,幸福
春光乍泄,歌手,陈奕迅
昨日,歌手,陈奕迅
昨日,所属专辑,天佑爱人
是但求其爱,作曲,林家谦
是但求其爱,作词,小克
是但求其爱,歌手,陈奕迅
暴殄天物,歌手,陈奕迅
暴殄天物,所属专辑,Life Continues
暴殄天物,作词,黄伟文
暴殄天物,作曲,Jerald
暴风雨,作曲,岑伟宗
暴风雨,歌手,陈奕迅
暴风雨,作词,高世章
最佳损友,作词,黄伟文
最佳损友,作曲,Eric Kwok
最佳损友,歌手,陈奕迅
最佳损友,所属专辑,Life Continues
最后今晚,作曲,Eric Kwok
最后今晚,作词,林夕
最后今晚,歌手,陈奕迅
最后派对,作曲,Schumann
最后派对,作词,林若宁
最后派对,作曲,Larry Wong
最后派对,歌手,陈奕迅
最后的嬉皮士,歌手,陈奕迅
最后的嬉皮士,所属专辑,认了吧
最后的嬉皮士,作曲,梁翘柏
最后的嬉皮士,作词,黄伟文
有意无意,作曲,区新明
有意无意,作词,周礼茂
有意无意,所属专辑,陈奕迅
有意无意,歌手,陈奕迅
梦的可能,歌手,陈奕迅
梦的可能,作词,袁两半
梦的可能,作曲,RUSSELL HARRIS
梦的可能,所属专辑,准备中
歌·颂,所属专辑,Solidays
歌·颂,作曲,王双骏
歌·颂,作词,林夕
歌·颂,歌手,陈奕迅
每一个明天,歌手,陈奕迅
每一个明天,所属专辑,天佑爱人
永远都天明,作曲,包小松
永远都天明,作词,何厚华
永远都天明,所属专辑,一滴眼泪
永远都天明,歌手,陈奕迅
沙龙,所属专辑,H3M
沙龙,作词,黄伟文
沙龙,作曲,陈奕迅
沙龙,歌手,陈奕迅
没有你,作曲,陈奕迅
没有你,所属专辑,反正是我
没有你,歌手,陈奕迅
没有你,作词,陈韦伶
没有手机的日子,所属专辑,Special Thanks To…
没有手机的日子,作词,林夕
没有手机的日子,作曲,Seth Swirsky
没有手机的日子,歌手,陈奕迅
沼气,作词,陈咏谦
沼气,歌手,陈奕迅
沼气,作曲,舒文
沼气,所属专辑,Stranger under my skin
活着多好,作曲,胡波
活着多好,作词,黄伟文
活着多好,所属专辑,The Easy Ride
活着多好,歌手,陈奕迅
活跃症,作曲,PARK JUNG WOON
活跃症,歌手,陈奕迅
活跃症,所属专辑,打得火热
活跃症,作曲,GIL EUN KYUNG
活跃症,作词,黄伟文
浮城,所属专辑,怎么样
浮城,作词,李焯雄
浮城,歌手,陈奕迅
浮城,作曲,梁翘柏
浮夸,作曲,江志仁
浮夸,歌手,陈奕迅
浮夸,所属专辑,U87
浮夸,作词,黄伟文
海胆,作曲,Jerald Chan
海胆,作词,葛大为
海胆,歌手,陈奕迅
海里睡人,歌手,陈奕迅
海里睡人,所属专辑,L.O.V.E.
海里睡人,作词,卢凯彤
海里睡人,作曲,孙伟明
海里睡人,作曲,卢凯彤
淘汰,歌手,陈奕迅
淘汰,所属专辑,认了吧
淘汰,作词,周杰伦
淘汰,作曲,周杰伦
渐渐,作词,陈咏谦
渐渐,歌手,陈奕迅
渐渐,作曲,张杰邦
温室效应,作词,黄伟文
温室效应,所属专辑,打得火热
温室效应,歌手,陈奕迅
温室效应,作曲,陈奕迅
游离份子,作曲,浦田博信
游离份子,歌手,陈奕迅
游离份子,作词,潘源良
游离份子,所属专辑,陈奕迅
滑铁卢车站,作词,黄伟文
滑铁卢车站,作曲,Steve Jaimes
滑铁卢车站,作曲,Tony Swain
滑铁卢车站,歌手,陈奕迅
演唱会,作词,陈诗慧
演唱会,歌手,陈奕迅
演唱会,作曲,C.Y. Kong
演唱会,所属专辑,Listen To Eason Chan
烂,所属专辑,U87
烂,作曲,C.Y.Kong
烂,作词,林夕
烂,歌手,陈奕迅
烟味,作词,方文山
烟味,作曲,Alex San
烟味,歌手,陈奕迅
烟味,所属专辑,认了吧
热岛小夜曲,歌手,陈奕迅
热岛小夜曲,作曲,肖光伟
热岛小夜曲,所属专辑,Listen To Eason Chan
热岛小夜曲,作词,林夕
热带雨林,作曲,孙伟明
热带雨林,作词,黄伟文
热带雨林,所属专辑,The Easy Ride
热带雨林,歌手,陈奕迅
然后怎样,歌手,陈奕迅
然后怎样,作词,林夕
然后怎样,作曲,曲世聪
然后怎样,所属专辑,不想放手
爱你入骨,歌手,陈奕迅
爱你入骨,作曲,Dan Hougesen
爱你入骨,作词,林夕
爱你入骨,作曲,Bo Christensen
爱你入骨,作曲,Sune Thorbjornsen
爱你入骨,作曲,Tom Lindby
爱你入骨,所属专辑,Sound & Sight
爱到疯,作曲,翁孝良
爱到疯,作词,杨立德
爱到疯,所属专辑,一滴眼泪
爱到疯,歌手,陈奕迅
爱情转移,作曲,泽日生
爱情转移,作词,林夕
爱情转移,所属专辑,认了吧
爱情转移,歌手,陈奕迅
爱情，幼稚！,所属专辑,陈奕迅
爱是一本书,歌手,陈奕迅
爱是一本书,所属专辑,认了吧
爱是一本书,作词,易家扬
爱是一本书,作曲,Davy Chan
爱是怀疑,所属专辑,反正是我
爱是怀疑,作曲,陈奂仁
爱是怀疑,作词,陈奂仁
爱是怀疑,歌手,陈奕迅
爱没有左右,歌手,陈奕迅
爱没有左右,所属专辑,与我常在
爱没有左右,作词,刘卓辉
爱没有左右,作曲,黄家强
爱的傀儡,歌手,陈奕迅
爱的傀儡,所属专辑,酝酿
狂人日记,作曲,Adrian Fu
狂人日记,作词,林夕
狂人日记,所属专辑,Special Thanks To...
狂人日记,歌手,陈奕迅
狂热革命,所属专辑,Listen To Eason Chan
狂热革命,作词,Law少
狂热革命,作曲,Davy Chan
狂热革命,作曲,陈奕迅
狂热革命,歌手,陈奕迅
猜情寻,作曲,孙伟明
猜情寻,所属专辑,Live For Today
猜情寻,作词,林夕
猜情寻,作曲,吴国敬
猜情寻,歌手,陈奕迅
玛利奥派对,作词,李峻一
玛利奥派对,所属专辑,Listen To Eason Chan
玛利奥派对,作曲,Conrad Wong
玛利奥派对,歌手,陈奕迅
现场直播,所属专辑,与我常在
现场直播,作曲,陈辉阳
现场直播,歌手,陈奕迅
现场直播,作词,因葵
生命有几好,歌手,陈奕迅
生命有几好,所属专辑,与我常在
生命有几好,作词,林夕
生命有几好,作曲,王治平
男人的错,歌手,陈奕迅
男人的错,作曲,吴国敬
男人的错,所属专辑,Special Thanks To…
男人的错,作词,林夕
疯狂的朋友,歌手,陈奕迅
疯狂的朋友,作词,陈咏谦
疯狂的朋友,所属专辑,L.O.V.E.
疯狂的朋友,作曲,恭硕良
白玫瑰,歌手,陈奕迅
白玫瑰,作曲,梁翘柏
白玫瑰,所属专辑,What'S Going On...?
白玫瑰,作词,李焯雄
相信相依,作曲,郑华娟
相信相依,所属专辑,我的快乐时代
相信相依,歌手,陈奕迅
相信相依,作词,黄达辉
相信自己无限极,歌手,陈奕迅
相信自己无限极,作曲,庄冬昕
相信自己无限极,作词,陈少琪
看穿,作词,蓝又时
看穿,作曲,蓝又时
看穿,歌手,陈奕迅
真相,作曲,梁翘柏
真相,作词,乔靖夫
真相,所属专辑,Live For Today
真相,歌手,陈奕迅
眼眉调,歌手,陈奕迅
眼眉调,作曲,史丹利
眼眉调,所属专辑,天佑爱人
眼眉调,作词,周耀辉
破坏王,所属专辑,L.O.V.E.
破坏王,作曲,王双骏
破坏王,歌手,陈奕迅
破坏王,作词,陈咏谦
碌卡,作词,陈咏谦
碌卡,歌手,陈奕迅
碌卡,作曲,Eric Kwok
碌卡,作曲,Jerald
碌卡,所属专辑,…3mm
神奇化妆师,歌手,陈奕迅
神奇化妆师,所属专辑,？
神奇化妆师,作曲,蓝又时
神奇化妆师,作词,林夕
积木,作曲,陈小霞
积木,作词,姚若龙
积木,所属专辑,？
积木,歌手,陈奕迅
稳稳的幸福,作曲,小柯
稳稳的幸福,作词,小柯
稳稳的幸福,歌手,陈奕迅
笑死朕,作词,陈咏谦
笑死朕,所属专辑,…3mm
笑死朕,歌手,陈奕迅
笑死朕,作曲,Jerald
第一个雅皮士,作词,周耀辉
第一个雅皮士,所属专辑,认了吧
第一个雅皮士,歌手,陈奕迅
第一个雅皮士,作曲,梁翘柏
第一类接触,作曲,张佳添
第一类接触,作词,黄敬佩
第一类接触,歌手,陈奕迅
第五个现代化,所属专辑,68分29秒
第五个现代化,歌手,陈奕迅
第五个现代化,作词,周耀辉
第五个现代化,作曲,蔡一智
粤语残片,歌手,陈奕迅
粤语残片,作词,周博贤
粤语残片,作曲,C.Y.Kong
粤语残片,作曲,陈奕迅
细路,歌手,陈奕迅
细路,歌手,谢霆锋
终于一百日,所属专辑,新生活
终于一百日,作词,周耀辉
终于一百日,歌手,陈奕迅
结束开始,所属专辑,The Easy Ride
结束开始,歌手,陈奕迅
结束开始,作曲,韦懋达
结束开始,作曲,韦懋腾
结束开始,作词,黄伟文
给你,作词,李焯雄
给你,所属专辑,上五楼的快活
给你,歌手,陈奕迅
给你,作曲,陈奕迅
给爱丽斯,歌手,陈奕迅
给爱丽斯,所属专辑,Special Thanks To…
给爱丽斯,作词,林夕
给爱丽斯,作曲,陈辉阳
绵绵,歌手,陈奕迅
绵绵,所属专辑,打得火热
绵绵,作词,林夕
绵绵,作曲,柳重言
美丽谎言,作词,冯颖琪
美丽谎言,作曲,柳重言
美丽谎言,所属专辑,打得火热
美丽谎言,歌手,陈奕迅
老细我撇先,歌手,陈奕迅
老细我撇先,作词,潘源良
老细我撇先,所属专辑,准备中
老细我撇先,作曲,RUSSELL HARRIS
致明日的舞,歌手,陈奕迅
致明日的舞,作曲,林家谦
致明日的舞,作词,Oscar
苦瓜,作词,黄伟文
苦瓜,作曲,章霈迎
苦瓜,歌手,陈奕迅
苦瓜,所属专辑,Stranger under my skin
落花流水,作曲,Eric Kwok
落花流水,所属专辑,Life Continues
落花流水,歌手,陈奕迅
落花流水,作词,黄伟文
葡萄成熟时,作曲,Anfernee Cheung
葡萄成熟时,作词,黄伟文
葡萄成熟时,所属专辑,U87
葡萄成熟时,歌手,陈奕迅
葡萄成熟时,作曲,Vincent Chow
蓝色频闪灯,作词,陈奂仁
蓝色频闪灯,歌手,陈奕迅
蓝色频闪灯,作曲,陈奂仁
蚊,所属专辑,…3mm
蚊,歌手,陈奕迅
蚊,作词,林若宁
蚊,作曲,Eric Kwok
蚊,作曲,Jerald
蠢,歌手,陈奕迅
蠢,作曲,陈铭泽
蠢,作词,陈咏谦
蠢,所属专辑,L.O.V.E.
裙下之臣,歌手,陈奕迅
裙下之臣,作词,黄伟文
裙下之臣,作曲,Alex San
要你的,作词,林夕
要你的,所属专辑,黑·白·灰
要你的,歌手,陈奕迅
要你的,作曲,林一峰
要你的,作曲,李腾机
解药,歌手,陈奕迅
解药,作词,黄伟文
解药,所属专辑,What'S Going On...?
解药,作曲,陈奕迅
让我留在你身边,作词,唐汉霄
让我留在你身边,作曲,唐汉霄
让我留在你身边,歌手,陈奕迅
讲故事,作曲,金培达
讲故事,作词,林若宁
讲故事,歌手,陈奕迅
讲故事,所属专辑,五星级的家
讲男讲女,作曲,伍仲衡
讲男讲女,作词,蓝奕邦
讲男讲女,歌手,露云娜
讲男讲女,歌手,陈奕迅
请相信我,所属专辑,我的快乐时代
请相信我,作曲,黄国伦
请相信我,作词,林夕
请相信我,歌手,陈奕迅
谁来剪月光,歌手,陈奕迅
谁来剪月光,作词,易家扬
谁来剪月光,作曲,冯颖琪
谋情害命,所属专辑,上五楼的快活
谋情害命,作词,黄伟文
谋情害命,歌手,陈奕迅
谋情害命,作曲,吴青峰
谢谢,歌手,陈奕迅
谢谢,作词,姚若龙
谢谢,作曲,陈小霞
谢谢,所属专辑,黑·白·灰
谢谢侬,作曲,林一峰
谢谢侬,作词,林夕
谢谢侬,歌手,陈奕迅
贝多芬与我,歌手,陈奕迅
贝多芬与我,作词,黄伟文
贝多芬与我,作曲,Eric Kwok
贝多芬与我,所属专辑,天佑爱人
超错,作词,潘源良
超错,所属专辑,Taste the Atmosphere
超错,歌手,陈奕迅
超错,作曲,John Laudon
跟我走好吗,所属专辑,与我常在
跟我走好吗,作词,何秀萍
跟我走好吗,作曲,柳重言
跟我走好吗,歌手,陈奕迅
跳蚤市场,作曲,Ck
跳蚤市场,作曲,Thoegersen
跳蚤市场,作词,林夕
跳蚤市场,所属专辑,Special Thanks To…
跳蚤市场,作曲,M.A
跳蚤市场,作曲,Plesner
跳蚤市场,歌手,陈奕迅
转机,歌手,陈奕迅
转机,所属专辑,婚礼的祝福
转机,作词,张政群
转机,作曲,刘剑辉
还有什么可以送给你,歌手,陈奕迅
还有什么可以送给你,所属专辑,H3M
还有什么可以送给你,作词,周耀辉
还有什么可以送给你,作曲,Davy Chan
还要不要走,歌手,陈奕迅
还要不要走,所属专辑,？
还要不要走,作词,曲世聪
还要不要走,作曲,曲世聪
这样的一个麻烦,歌手,陈奕迅
这样的一个麻烦,作曲,吴青峰
这样的一个麻烦,作词,吴青峰
这样的一个麻烦,所属专辑,上五楼的快活
遇见了你,作曲,李雨寰
遇见了你,歌手,陈奕迅
遇见了你,作词,李雨寰
遇见了你,所属专辑,U87
遗失的国度,所属专辑,Shall We Dance? Shall We Talk!
遗失的国度,歌手,陈奕迅
遗失的国度,作曲,陶喆
遗失的国度,作词,甄健强
那一夜有没有说,歌手,陈奕迅
那一夜有没有说,所属专辑,与我常在
那一夜有没有说,作词,黄伟文
那一夜有没有说,作曲,陈奕迅
那些让你死去活来的女孩,作曲,Adrian Fu
那些让你死去活来的女孩,作词,黄伟文
那些让你死去活来的女孩,歌手,陈奕迅
酝酿,歌手,陈奕迅
酝酿,作词,黄桂兰
酝酿,作曲,凌伟文
重口味,作曲,陈哲庐
重口味,作词,黄伟文
重口味,所属专辑,…3mm
重口味,歌手,陈奕迅
重口味,作曲,郭伟亮
闪,作曲,Davy Chan
闪,作词,陈诗慧
闪,所属专辑,Listen To Eason Chan
闪,歌手,陈奕迅
防不胜防,歌手,陈奕迅
防不胜防,作词,黄伟文
防不胜防,作曲,张继聪
阳性反应,歌手,陈奕迅
阿士匹灵,歌手,陈奕迅
阿士匹灵,作词,黄伟文
阿士匹灵,作曲,陈奂仁
阿怪,作词,林夕
阿怪,歌手,陈奕迅
阿怪,作曲,Sune Thorbjo
阿怪,作曲,An Hougesen
阿怪,所属专辑,黑·白·灰
阿怪,作曲,Bo Christensen
阿怪,作曲,Tom Lindby
阿牛,作词,林夕
阿牛,作曲,雷颂德
阿牛,所属专辑,U87
阿牛,歌手,陈奕迅
阿猫阿狗,歌手,陈奕迅
阿猫阿狗,所属专辑,The Key
阿猫阿狗,作词,林夕
阿猫阿狗,作曲,Jimmy Fung
陀飞轮,所属专辑,Time Flies
陀飞轮,作词,黄伟文
陀飞轮,作曲,Vincent Chow
陀飞轮,歌手,陈奕迅
陪你度过漫长岁月,作曲,谢国维
陪你度过漫长岁月,作曲,黎晓阳
陪你度过漫长岁月,作词,葛大为
陪你度过漫长岁月,歌手,陈奕迅
随意门,歌手,陈奕迅
随意门,作词,黄伟文
随意门,作曲,张佳添
随意门,所属专辑,The Line-Up
零下几分钟,作词,易家扬
零下几分钟,所属专辑,C'mon in~
零下几分钟,作曲,蓝奕邦
零下几分钟,歌手,陈奕迅
非礼,所属专辑,…3mm
非礼,歌手,陈奕迅
非礼,作词,小克
非礼,作曲,Eric Kwok
非礼,作曲,Jerald
预感,所属专辑,酝酿
预感,作曲,吴旭文
预感,作词,李瑞
预感,歌手,陈奕迅
预感,作词,白进法
黄金时代,所属专辑,我的快乐时代
黄金时代,作词,林夕
黄金时代,歌手,陈奕迅
黄金时代,作曲,柳重言
黑夜不再来,作词,林夕
黑夜不再来,歌手,陈奕迅
黑夜不再来,作曲,陈辉阳
黑择明,作词,林夕
黑择明,所属专辑,认了吧
黑择明,作曲,C.Y.Kong
黑择明,歌手,陈奕迅
黑暗中漫舞,歌手,陈奕迅
黑暗中漫舞,所属专辑,Shall We Dance? Shall We Talk!
黑暗中漫舞,作词,林夕
黑暗中漫舞,作曲,陈小霞
黑洞,所属专辑,准备中
黑洞,歌手,陈奕迅
黑洞,作词,袁两半
黑洞,作曲,曲世聪
黑面,作曲,Lisa
黑面,作词,黄伟文
黑面,所属专辑,The Line-Up
黑面,歌手,陈奕迅
龙舌兰,所属专辑,L.O.V.E.
龙舌兰,作词,陈咏谦
龙舌兰,作曲,Chris Polanco
龙舌兰,歌手,陈奕迅
